instname,housed_under,college,school,department,program_area,program_level,cip_program,website_inst,website_program,website_catalog,course_titles
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Software Engineering
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Compiler Design
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Advanced Programming Languages
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Software Engineering
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Object-Oriented Programming Methodology
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Topics in Software Engineering
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Topics in Programming Languages
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Introduction of Probability Theory
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Introduction To Statistical Data Analysis
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Applied Bayesian Statistics
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Intermediate Bayesian Statistical Modeling
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Statistical Learning and High Dimensional Data Analysis
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Statistical Signal Processing
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Random Process Models in Engineering
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Introduction to High Performance Computing
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Understanding Cryptography
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Network Security
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Advanced Operating Systems
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Advanced Computer Security
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Cyber-Physical Systems Security
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Storage Systems
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Distributed Systems
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,"Data Privacy Via Machine Learning, And Back"
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Advanced Topics in Computer Systems
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Cryptography and Computer Security
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Computational Models and Complexity
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Combinatorial Algorithms
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Logic in Computer Science
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Introduction to Information Theory
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Evolutionary Game Theory
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/, Formal Methods
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Topics in Algorithms and Complexity Theory: Probabilistic Algorithms and Average Case Analysis
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Modern Algorithmic Toolbox
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Multimedia Systems
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Data Compression
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Image Analysis and Computer Vision
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Advanced Topics in Visual Computing
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Digital Signal Processing
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Statistical Signal Processing
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Image Processing and Reconstruction
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Foundations of Data Science
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Applications of Combinatorics
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Topics in Crowdsourcing and Collaboration
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Topics in Computing for Society
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Data Mining and Business Analytics in Knowledge Services
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Thesis Research
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering,Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/,Individual Study or Research
San Diego State University,Computing,College of Sciences,N/A,Department of Computer Science,Computer Science,Master of Science,11.0701,https://www.sdsu.edu/,https://cs.sdsu.edu/graduate-program/,https://catalog.sdsu.edu/preview_program.php?catoid=9&poid=8511&hl=%22computer+science%22&returnto=search,Database Theory and Implementation
San Diego State University,Computing,College of Sciences,N/A,Department of Computer Science,Computer Science,Master of Science,11.0701,https://www.sdsu.edu/,https://cs.sdsu.edu/graduate-program/,https://catalog.sdsu.edu/preview_program.php?catoid=9&poid=8511&hl=%22computer+science%22&returnto=search,Machine Learning
San Diego State University,Computing,College of Sciences,N/A,Department of Computer Science,Computer Science,Master of Science,11.0701,https://www.sdsu.edu/,https://cs.sdsu.edu/graduate-program/,https://catalog.sdsu.edu/preview_program.php?catoid=9&poid=8511&hl=%22computer+science%22&returnto=search,Computer Networks and Distributed Systems
San Diego State University,Computing,College of Sciences,N/A,Department of Computer Science,Computer Science,Master of Science,11.0701,https://www.sdsu.edu/,https://cs.sdsu.edu/graduate-program/,https://catalog.sdsu.edu/preview_program.php?catoid=9&poid=8511&hl=%22computer+science%22&returnto=search,Principles and Techniques of Data Science
San Diego State University,Computing,College of Sciences,N/A,Department of Computer Science,Computer Science,Master of Science,11.0701,https://www.sdsu.edu/,https://cs.sdsu.edu/graduate-program/,https://catalog.sdsu.edu/preview_program.php?catoid=9&poid=8511&hl=%22computer+science%22&returnto=search,Graduate Seminar
San Diego State University,Computing,College of Sciences,N/A,Department of Computer Science,Computer Science,Master of Science,11.0701,https://www.sdsu.edu/,https://cs.sdsu.edu/graduate-program/,https://catalog.sdsu.edu/preview_program.php?catoid=9&poid=8511&hl=%22computer+science%22&returnto=search,Algorithm Analysis and Design
San Diego State University,Computing,College of Sciences,N/A,Department of Computer Science,Computer Science,Master of Science,11.0701,https://www.sdsu.edu/,https://cs.sdsu.edu/graduate-program/,https://catalog.sdsu.edu/preview_program.php?catoid=9&poid=8511&hl=%22computer+science%22&returnto=search,Research
San Diego State University,Computing,College of Sciences,N/A,Department of Computer Science,Computer Science,Master of Science,11.0701,https://www.sdsu.edu/,https://cs.sdsu.edu/graduate-program/,https://catalog.sdsu.edu/preview_program.php?catoid=9&poid=8511&hl=%22computer+science%22&returnto=search,Thesis or Project
San Diego State University,Computing,College of Sciences,N/A,Department of Computer Science,Computer Science,Master of Science,11.0701,https://www.sdsu.edu/,https://cs.sdsu.edu/graduate-program/,https://catalog.sdsu.edu/preview_program.php?catoid=9&poid=8511&hl=%22computer+science%22&returnto=search,Comprehensive Exam
